TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,EDAD#es,EDAD_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#es
Canarias,ES70,2002,2002,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,85.8,,,
Canarias,ES70,2002,2002,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,76.2,,,
Canarias,ES70,2002,2002,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,80.8,,,
Canarias,ES70,2003,2003,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,84.4,,,
Canarias,ES70,2003,2003,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,74.5,,,
Canarias,ES70,2003,2003,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,79.3,,,
Canarias,ES70,2004,2004,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,82.6,,,
Canarias,ES70,2004,2004,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,72.9,,,
Canarias,ES70,2004,2004,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,77.6,,,
Canarias,ES70,2005,2005,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,82.2,,,
Canarias,ES70,2005,2005,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,72.2,,,
Canarias,ES70,2005,2005,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,77,,,
Canarias,ES70,2006,2006,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,82,,,
Canarias,ES70,2006,2006,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,71,,,
Canarias,ES70,2006,2006,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,76.4,,,
Canarias,ES70,2007,2007,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,80.4,,,
Canarias,ES70,2007,2007,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,71.7,,,
Canarias,ES70,2007,2007,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,75.9,,,
Canarias,ES70,2008,2008,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,81.9,,,
Canarias,ES70,2008,2008,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,72.8,,,
Canarias,ES70,2008,2008,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,77.3,,,
Canarias,ES70,2009,2009,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,81.1,,,
Canarias,ES70,2009,2009,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,72,,,
Canarias,ES70,2009,2009,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,76.5,,,
Canarias,ES70,2010,2010,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,81.5,,,
Canarias,ES70,2010,2010,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,72.6,,,
Canarias,ES70,2010,2010,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,77,,,
Canarias,ES70,2011,2011,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,83.1,,,
Canarias,ES70,2011,2011,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,73.8,,,
Canarias,ES70,2011,2011,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,78.3,,,
Canarias,ES70,2012,2012,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,83.4,,,
Canarias,ES70,2012,2012,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,75,,,
Canarias,ES70,2012,2012,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,79.2,,,
Canarias,ES70,2013,2013,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,84.2,,,
Canarias,ES70,2013,2013,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,75.9,,,
Canarias,ES70,2013,2013,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,80,,,
Canarias,ES70,2014,2014,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,84.6,,,
Canarias,ES70,2014,2014,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,76.9,,,
Canarias,ES70,2014,2014,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,80.6,,,
Canarias,ES70,2015,2015,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,84.3,,,
Canarias,ES70,2015,2015,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,78.1,,,
Canarias,ES70,2015,2015,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,81.1,,,
Canarias,ES70,2016,2016,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,86.7,,,
Canarias,ES70,2016,2016,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,80,,,
Canarias,ES70,2016,2016,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,83.2,,,
Canarias,ES70,2017,2017,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,85.3,,,
Canarias,ES70,2017,2017,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,78.3,,,
Canarias,ES70,2017,2017,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,81.7,,,
Canarias,ES70,2018,2018,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,86.9,,,
Canarias,ES70,2018,2018,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,81.4,,,
Canarias,ES70,2018,2018,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,84.1,,,
Canarias,ES70,2019,2019,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,88.2,,,
Canarias,ES70,2019,2019,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,81.9,,,
Canarias,ES70,2019,2019,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,85,,,
Canarias,ES70,2020,2020,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,88.2,,,
Canarias,ES70,2020,2020,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,83,,,
Canarias,ES70,2020,2020,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,85.5,,,
Canarias,ES70,2021,2021,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,88.5,,,
Canarias,ES70,2021,2021,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,84.3,,,
Canarias,ES70,2021,2021,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,86.4,,,
Canarias,ES70,2022,2022,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,89.9,,,
Canarias,ES70,2022,2022,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,86,,,
Canarias,ES70,2022,2022,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,87.9,,,
Canarias,ES70,2023,2023,Mujeres,F,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,91.2,,,
Canarias,ES70,2023,2023,Hombres,M,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,87.4,,,
Canarias,ES70,2023,2023,Total,_T,12 años,Y12,Tasa de idoneidad,TASA_IDONEIDAD,89.3,,,
Canarias,ES70,1993,1993,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,50,,,
Canarias,ES70,1993,1993,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,38.4,,,
Canarias,ES70,1993,1993,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,44,,,
Canarias,ES70,1994,1994,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,50,,,
Canarias,ES70,1994,1994,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,38.3,,,
Canarias,ES70,1994,1994,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,44,,,
Canarias,ES70,1995,1995,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,49.4,,,
Canarias,ES70,1995,1995,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,37.6,,,
Canarias,ES70,1995,1995,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,43.4,,,
Canarias,ES70,1996,1996,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,51.2,,,
Canarias,ES70,1996,1996,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,39,,,
Canarias,ES70,1996,1996,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,45,,,
Canarias,ES70,1997,1997,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,53.4,,,
Canarias,ES70,1997,1997,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,39.7,,,
Canarias,ES70,1997,1997,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,46.4,,,
Canarias,ES70,1998,1998,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,56.5,,,
Canarias,ES70,1998,1998,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,44.1,,,
Canarias,ES70,1998,1998,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,50.2,,,
Canarias,ES70,1999,1999,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,60.9,,,
Canarias,ES70,1999,1999,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,46,,,
Canarias,ES70,1999,1999,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,53.3,,,
Canarias,ES70,2000,2000,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,65.4,,,
Canarias,ES70,2000,2000,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,50.9,,,
Canarias,ES70,2000,2000,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,58,,,
Canarias,ES70,2001,2001,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,65.6,,,
Canarias,ES70,2001,2001,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,51.5,,,
Canarias,ES70,2001,2001,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,58.4,,,
Canarias,ES70,2002,2002,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,64.6,,,
Canarias,ES70,2002,2002,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,49.9,,,
Canarias,ES70,2002,2002,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,57.2,,,
Canarias,ES70,2003,2003,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,62.5,,,
Canarias,ES70,2003,2003,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,47.8,,,
Canarias,ES70,2003,2003,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,55.1,,,
Canarias,ES70,2004,2004,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,61.4,,,
Canarias,ES70,2004,2004,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,45.3,,,
Canarias,ES70,2004,2004,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,53.2,,,
Canarias,ES70,2005,2005,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,57.9,,,
Canarias,ES70,2005,2005,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,43.4,,,
Canarias,ES70,2005,2005,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,50.5,,,
Canarias,ES70,2006,2006,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,58.6,,,
Canarias,ES70,2006,2006,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,43.3,,,
Canarias,ES70,2006,2006,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,50.8,,,
Canarias,ES70,2007,2007,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,55.6,,,
Canarias,ES70,2007,2007,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,43.1,,,
Canarias,ES70,2007,2007,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,49.2,,,
Canarias,ES70,2008,2008,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,56.3,,,
Canarias,ES70,2008,2008,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,43.2,,,
Canarias,ES70,2008,2008,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,49.5,,,
Canarias,ES70,2009,2009,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,58.7,,,
Canarias,ES70,2009,2009,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,46.1,,,
Canarias,ES70,2009,2009,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,52.3,,,
Canarias,ES70,2010,2010,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,58.3,,,
Canarias,ES70,2010,2010,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,48.3,,,
Canarias,ES70,2010,2010,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,53.1,,,
Canarias,ES70,2011,2011,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,60.7,,,
Canarias,ES70,2011,2011,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,49.8,,,
Canarias,ES70,2011,2011,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,55.1,,,
Canarias,ES70,2012,2012,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,62.1,,,
Canarias,ES70,2012,2012,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,50.7,,,
Canarias,ES70,2012,2012,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,56.4,,,
Canarias,ES70,2013,2013,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,63.6,,,
Canarias,ES70,2013,2013,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,51.2,,,
Canarias,ES70,2013,2013,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,57.4,,,
Canarias,ES70,2014,2014,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,63,,,
Canarias,ES70,2014,2014,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,52.2,,,
Canarias,ES70,2014,2014,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,57.4,,,
Canarias,ES70,2015,2015,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,64.7,,,
Canarias,ES70,2015,2015,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,54.8,,,
Canarias,ES70,2015,2015,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,59.7,,,
Canarias,ES70,2016,2016,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,67.8,,,
Canarias,ES70,2016,2016,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,56.8,,,
Canarias,ES70,2016,2016,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,62.1,,,
Canarias,ES70,2017,2017,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,68.3,,,
Canarias,ES70,2017,2017,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,57.8,,,
Canarias,ES70,2017,2017,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,62.9,,,
Canarias,ES70,2018,2018,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,69.3,,,
Canarias,ES70,2018,2018,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,59.2,,,
Canarias,ES70,2018,2018,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,64.1,,,
Canarias,ES70,2019,2019,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,71.6,,,
Canarias,ES70,2019,2019,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,61.7,,,
Canarias,ES70,2019,2019,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,66.5,,,
Canarias,ES70,2020,2020,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,72.3,,,
Canarias,ES70,2020,2020,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,62.1,,,
Canarias,ES70,2020,2020,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,67.1,,,
Canarias,ES70,2021,2021,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,75.6,,,
Canarias,ES70,2021,2021,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,67.2,,,
Canarias,ES70,2021,2021,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,71.3,,,
Canarias,ES70,2022,2022,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,76.9,,,
Canarias,ES70,2022,2022,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,68.8,,,
Canarias,ES70,2022,2022,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,72.8,,,
Canarias,ES70,2023,2023,Mujeres,F,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,75.7,,,
Canarias,ES70,2023,2023,Hombres,M,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,68.2,,,
Canarias,ES70,2023,2023,Total,_T,15 años,Y15,Tasa de idoneidad,TASA_IDONEIDAD,71.8,,,
Canarias,ES70,1993,1993,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,87,,,
Canarias,ES70,1993,1993,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,80,,,
Canarias,ES70,1993,1993,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,83.4,,,
Canarias,ES70,1994,1994,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.8,,,
Canarias,ES70,1994,1994,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,87,,,
Canarias,ES70,1994,1994,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,89.4,,,
Canarias,ES70,1995,1995,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.8,,,
Canarias,ES70,1995,1995,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.2,,,
Canarias,ES70,1995,1995,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93,,,
Canarias,ES70,1996,1996,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.2,,,
Canarias,ES70,1996,1996,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,92.3,,,
Canarias,ES70,1996,1996,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.7,,,
Canarias,ES70,1997,1997,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,96.2,,,
Canarias,ES70,1997,1997,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.4,,,
Canarias,ES70,1997,1997,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.8,,,
Canarias,ES70,1998,1998,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.8,,,
Canarias,ES70,1998,1998,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.6,,,
Canarias,ES70,1998,1998,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.7,,,
Canarias,ES70,1999,1999,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.9,,,
Canarias,ES70,1999,1999,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.2,,,
Canarias,ES70,1999,1999,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.5,,,
Canarias,ES70,2000,2000,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,96,,,
Canarias,ES70,2000,2000,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.4,,,
Canarias,ES70,2000,2000,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.6,,,
Canarias,ES70,2001,2001,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.7,,,
Canarias,ES70,2001,2001,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.4,,,
Canarias,ES70,2001,2001,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.5,,,
Canarias,ES70,2002,2002,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.3,,,
Canarias,ES70,2002,2002,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.8,,,
Canarias,ES70,2002,2002,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.5,,,
Canarias,ES70,2003,2003,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.6,,,
Canarias,ES70,2003,2003,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.8,,,
Canarias,ES70,2003,2003,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.2,,,
Canarias,ES70,2004,2004,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.6,,,
Canarias,ES70,2004,2004,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,90.7,,,
Canarias,ES70,2004,2004,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,92.1,,,
Canarias,ES70,2005,2005,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.4,,,
Canarias,ES70,2005,2005,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,89.6,,,
Canarias,ES70,2005,2005,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.4,,,
Canarias,ES70,2006,2006,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.3,,,
Canarias,ES70,2006,2006,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,89.1,,,
Canarias,ES70,2006,2006,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.2,,,
Canarias,ES70,2007,2007,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.4,,,
Canarias,ES70,2007,2007,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,89.3,,,
Canarias,ES70,2007,2007,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.2,,,
Canarias,ES70,2008,2008,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.7,,,
Canarias,ES70,2008,2008,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,89.3,,,
Canarias,ES70,2008,2008,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.4,,,
Canarias,ES70,2009,2009,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.5,,,
Canarias,ES70,2009,2009,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,90.7,,,
Canarias,ES70,2009,2009,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,92.1,,,
Canarias,ES70,2010,2010,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.4,,,
Canarias,ES70,2010,2010,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91,,,
Canarias,ES70,2010,2010,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,92.7,,,
Canarias,ES70,2011,2011,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.6,,,
Canarias,ES70,2011,2011,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.8,,,
Canarias,ES70,2011,2011,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.2,,,
Canarias,ES70,2012,2012,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.9,,,
Canarias,ES70,2012,2012,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.8,,,
Canarias,ES70,2012,2012,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.3,,,
Canarias,ES70,2013,2013,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.7,,,
Canarias,ES70,2013,2013,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.8,,,
Canarias,ES70,2013,2013,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.2,,,
Canarias,ES70,2014,2014,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.4,,,
Canarias,ES70,2014,2014,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,92.2,,,
Canarias,ES70,2014,2014,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.3,,,
Canarias,ES70,2015,2015,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.8,,,
Canarias,ES70,2015,2015,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.3,,,
